text,condition
医生给宠物做了基础体检，心脏听诊和触诊都正常。,Normal
猫即使从很低的高度跳下也会先仔细观察,Mobility Problems
我的狗不停地摇头和甩耳朵。,Ear Infections
猫咪今天饮水量正常，精神头很足。,Normal
我的小猫有跳蚤，我看到它们在跳。,Parasites
抱起猫时，它腹部似乎很痛。,Digestive Issues
狗狗的食欲一直很稳定，看到肉干会摇尾巴。,Normal
我的兔子皮肤脱屑，看起来非常瘙痒，尤其是背部。,Parasites
我的兔子不停地左右摇晃脑袋。,Ear Infections
雪貂全身皮肤非常干燥，有脱皮现象。,Skin Irritations
我的猫感染了贾第虫，需要服药。,Parasites
狗狗脖子上突然长了一个大而渗液的溃疡。,Skin Irritations
兔子似乎失去了平衡，走路踉跄。,Ear Infections
如果我试图查看猫的耳朵，它会哭叫并畏缩，耳朵内部看起来是黑色的。,Parasites
我的猫眼睛上方有脱发斑块。,Skin Irritations
我的猫不再跳上家具了。,Mobility Problems
狗因钩虫感染严重而贫血。,Parasites
猫咪吃完饭后在窗台晒太阳，非常惬意。,Normal
狗狗的爪子肉垫很有弹性，没有干燥开裂。,Normal
我的鹦鹉精神萎靡，且粪便异常。,Parasites
猫咪耳廓边缘有结痂的溃疡。,Ear Infections
狗狗有黄色腹泻。,Digestive Issues
我的兔子皮肤看起来非常干燥且脱皮，尤其是耳朵部位。,Skin Irritations
我的狗在草地上散步后，皮肤会发红并出现斑块。,Skin Irritations
幼猫因球虫感染导致严重带血腹泻。,Parasites
我抚摸兔子时，它会成片脱毛。,Skin Irritations
我的兔子排出的粪便呈珍珠串状（毛发缠结在一起）。,Digestive Issues
猫咪在玩激光笔时表现出很强的捕猎本能。,Normal
刚换了狗粮品牌，小狗就拉肚子了。,Digestive Issues
自从出现耳部问题以来，我的雪貂看起来一直不太舒服。,Ear Infections
小猫喝水很积极，家里放了两个水盆都很喜欢。,Normal
小猫追逐羽毛跑得飞快，反应速度一流。,Normal
我的猫反复感染耳螨。,Parasites
雪貂每餐后不久就会呕吐。,Digestive Issues
宠物今天行走稳健，跑动速度非常快。,Normal
豚鼠看起来很虚弱，体重也在减轻，可能是体内寄生虫？,Parasites
我的幼犬试图呕吐但只是干呕，而且肚子看起来肿胀。,Digestive Issues
我在幼犬刚排出的粪便里看到了活蹦乱跳的蠕虫。,Parasites
我的狗得了疥疮，现在全家人都觉得痒。,Parasites
我的兔子后腿毛发打结，下方有溃疡。,Skin Irritations
我的兔子耳朵里有厚厚的白色结痂。,Parasites
猫咪躲起来，显得无精打采，偶尔会摇头。,Ear Infections
猫咪外出后，发现有蜱虫叮在它的皮肤上。,Parasites
猫主要在早晨吃早餐前呕吐胆汁。,Digestive Issues
我的狗患有莱姆病，导致腿部跛行症状时好时坏。,Mobility Problems
我的狗背部受伤（椎间盘突出），需要严格静养。,Mobility Problems
兔子感染了兔巴贝西虫，导致神经系统和行动问题。,Mobility Problems
猫咪的舌头颜色红润，没有溃疡。,Normal
狗狗排尿或排便时姿势不自然，活动困难,Mobility Problems
雪貂耳朵里有蜡状分泌物，可能是耳螨。,Ear Infections
我的金丝雀腿部和脚掌上长了结痂的鳞片。,Parasites
我的狗走路时背部向上拱起。,Mobility Problems
狗狗耳道内可见肿块或息肉。,Ear Infections
我的爱鸟正在啃咬羽毛，啃到只剩皮肤了。,Parasites
我的狗有时用脚背走路，而不是脚垫着地。,Mobility Problems
猫咪在下巴下方抓挠，导致溃疡和脱发。,Skin Irritations
我家狗狗口鼻周围的皮肤褶皱增厚，还有异味。,Skin Irritations
发现狗狗腋下皮肤增厚发黑，看起来很痒。,Skin Irritations
我的兔子耳朵里有白色鳞屑。,Ear Infections
猫咪今天安静地待在主人身边，情绪很稳定。,Normal
狗狗被跳蚤叮咬一次后就感到剧烈瘙痒并出现荨麻疹。,Parasites
狗狗在公园里社交很成功，性格很温顺。,Normal
猫咪在抓挠耳朵下方，而不是耳朵内部。,Ear Infections
我的猫沿脊椎处出现了结痂。,Skin Irritations
我的狗狗反复出现耳部问题，尤其是在游泳之后。,Ear Infections
我家狗的便便上覆盖着黏液。,Digestive Issues
狗狗一直在睡觉，睡姿很放松，没有不安的表现。,Normal
我的猫出现快速、不自主的眼球震颤（眼球震颤）。,Ear Infections
豚鼠感染了疥螨，导致剧烈瘙痒和抽搐。,Parasites
猫咪精神萎靡、躲藏，并伴有摇头症状。,Ear Infections
豚鼠的毛发非常粗糙，看起来很痒。,Skin Irritations
雪貂不停用爪子挠嘴并流口水,Digestive Issues
猫的腿部有神经损伤，影响行动能力,Mobility Problems
我家猫身上长了零星的小痂，散布在毛发各处。,Skin Irritations
猫不停摇头并疯狂抓挠耳后，耳道内部看起来很脏。,Parasites
我的兔子生殖器周围发红肿胀。,Skin Irritations
我的幼犬虽然接受了蛔虫治疗，但仍然腹泻。,Parasites
狗狗跟着主人慢跑，节奏保持得很好。,Normal
狗狗耳朵里有蜱虫。,Parasites
我的狗得了疥疮，现在我也开始发痒了！,Parasites
我家猫尾巴根部的毛发变稀疏了，皮肤看起来有刺激反应。,Skin Irritations
猫咪鼻梁上出现瘙痒且结痂的皮损。,Skin Irritations
小猫准时守在碗边等开饭，食欲非常旺盛。,Normal
我的雪貂全身似乎都很痒。,Parasites
小猫可能感染了耐药寄生虫或毛滴虫，需要进一步检测。,Parasites
豚鼠臀部皮肤脱屑并伴有脱毛,Skin Irritations
雪貂后腿突然瘫痪了。,Mobility Problems
豚鼠走路时后腿拖在地上。,Mobility Problems
我的狗看起来状态不太对劲——无精打采，食欲不振。,Digestive Issues
狗狗项圈下方出现了湿润的红斑。,Skin Irritations
小猫今天很调皮，一直跳来跳去。,Normal
我家猫的黑色毛发上布满了类似头皮屑的鳞片,Skin Irritations
狗狗在草地上打滚后全身长了荨麻疹。,Skin Irritations
小猫打喷嚏且有分泌物，会是肺线虫吗？,Parasites
狗狗的叫声清脆有力，精神面貌很好。,Normal
宠物的肚皮平滑正常，没有疙瘩。,Normal
我的幼犬似乎有些头晕。,Ear Infections
幼犬下巴和口鼻处有脓疱和红肿。,Skin Irritations
狗不停地摇头，把耳朵抓得破皮了。,Skin Irritations
我的兔子因软便和糊状便导致臀部脏污。,Digestive Issues
我家狗走路时后腿好像会交叉,Mobility Problems
兔子的毛发打结，毛发下似乎有瘙痒感。,Parasites
观察了一下，宠物排出的粪便非常健康。,Normal
给猫咪剪了指甲，它很配合，指甲缝没有红肿。,Normal
我的狗醒来后会摇头。,Ear Infections
我的纯室内猫不知怎么染上了跳蚤。,Parasites
我的雪貂耳垢散发着奇怪的甜味。,Ear Infections
狗狗的粪便颜色非常深，几乎呈黑色。,Digestive Issues
天竺鼠后肢拖地,Mobility Problems
我的狗背部有类似头皮屑的鳞屑。,Parasites
仓鼠腹部出现脱毛和红肿。,Skin Irritations
我的幼犬需要经常清洁耳朵作为预防措施。,Ear Infections
猫咪耳朵里散发着难闻的气味,Ear Infections
我的猫不让我给它清理耳朵。,Ear Infections
当我抱起猫咪时，它臀部周围会发出叫声。,Mobility Problems
宠物今天精神状态极佳，反应很快。,Normal
猫咪在户外活动后出现了荨麻疹/风团。,Skin Irritations
我的兔子耳道里布满了厚厚的、蜂蜜色的结痂。,Parasites
我的雪貂脖子和肩膀周围有结痂。,Skin Irritations
狗狗在肩胛骨之间的某个部位不停地舔舐。,Skin Irritations
我的狗患上了影响骨骼的谷热病,Mobility Problems
今天喂食量刚好，猫咪没有剩饭。,Normal
雪貂在腋下抓挠。,Skin Irritations
狗狗腹股沟区域出现红肿和丘疹,Skin Irritations
宠物对新环境适应能力很强，没有产生应激。,Normal
猫可能因肌肉拉伤或扭伤导致跛行,Mobility Problems
狗狗患有成年期泛发性蠕形螨病，需排查潜在病因。,Parasites
猫因旧伤导致肘关节患上关节炎。,Mobility Problems
我的兔子呕吐出少量绿色液体。,Digestive Issues
小狗的食欲一直很稳定，看到肉干会蹦跳。,Normal
我家狗狗身上有皮肤脱落的斑块，伴有剧烈瘙痒，夜间症状更严重。,Parasites
我的猫吐出了一团看起来像小虫的东西,Parasites
我的仓鼠频繁抓挠，皮肤干燥且呈鳞片状。,Parasites
猫食欲减退，可能是慢性疼痛所致。,Mobility Problems
我的狗患有莱格-卡夫-佩尔斯病。,Mobility Problems
猫咪的尾巴毛发蓬松，自理能力很强。,Normal
雪貂患有耳螨，导致摇头。,Parasites
猫咪过度舔舐前腿。,Skin Irritations
发现狗狗原本正常的粪便上沾有鲜红色的血迹,Digestive Issues
仓鼠尾部和腹部周围有粪便污渍且潮湿。,Digestive Issues
猫的耳道看起来非常狭窄。,Ear Infections
我家狗狗的肛门周围发红且发痒，它会在地毯上磨屁股。,Skin Irritations
雪貂腹泻且看起来非常虚弱。,Digestive Issues
我的雪貂清理完耳朵后会摇头。,Ear Infections
猫进屋后，我在它脖子上拔下了一只肥大的灰色蜱虫。,Parasites
仓鼠不停抓挠，导致皮肤出现小伤口。,Skin Irritations
猫咪脊柱按压时有疼痛感。,Mobility Problems
今早发现狗狗的粪便里有一条长长的、分节的蠕虫。,Parasites
狗狗肚子上长满红色小疙瘩，我还发现了一些会染红的黑色‘污垢’。,Parasites
带小狗去爬山，它走得比我还快。,Normal
我家小猫身上爬满了跳蚤，到处都是。,Parasites
猫的皮肤看起来很薄，很容易破裂。,Skin Irritations
我的猫下唇肿了。,Skin Irritations
仓鼠嘴巴周围发红且有刺激症状,Skin Irritations
雪貂皮肤出现橙色变色,Skin Irritations
我的狗吃了油腻的剩菜，现在正在呕吐且感到疼痛。,Digestive Issues
狗身上有肿块和结痂，兽医怀疑是跳蚤过敏性皮炎。,Parasites
小狗在花坛里探索，好奇心很重。,Normal
我的狗通常在睡醒后会摇头,Ear Infections
幼犬耳朵经常脏，尽管我经常清理。,Ear Infections
狗患有钩虫性贫血。,Parasites
豚鼠身上有似乎在移动的头皮屑,Parasites
我的狗可能因吞食跳蚤而感染了绦虫。,Parasites
我的猫身上间歇性地出现绦虫节片。,Parasites
狗狗身上出现了小而凸起的无毛肿块。,Skin Irritations
我的狗有潜在的食物过敏，似乎会引发耳部感染。,Ear Infections
记录：宠物今天全天状态良好，无异常发现。,Normal
宠物的肚皮颜色正常，没有红疹。,Normal
我的狗看起来很饿，但闻了闻食物后就走开了。,Digestive Issues
我的猫两侧腰部有对称性脱发。,Skin Irritations
猫咪今天精神饱满，饭后还在屋里跑了一圈。,Normal
我的狗有时会绊倒自己的脚。,Mobility Problems
我的兔子眼睛流脓，位置与耳朵有问题的同侧。,Ear Infections
我的狗不安分，来回踱步，吃完后看起来很不舒服。,Digestive Issues
雪貂在过去一个月里体重减轻了很多,Digestive Issues
猫咪总是抓挠脖子周围，导致脱毛。,Skin Irritations
小猫喝水很积极，家里放了两个自动饮水机。,Normal
我的虎皮鹦鹉喙部和腿部周围长有结痂状肿块。,Parasites
今天喂了点零食，狗狗表现得很兴奋。,Normal
猫咪过度舔舐某个关节。,Mobility Problems
兔子精神萎靡且脱水（捏起皮肤时呈帐篷状）,Digestive Issues
我家狗狗的耳缘有结痂，那里正在掉毛，非常瘙痒。,Parasites
我的腊肠犬患有背部问题（IVDD）。,Mobility Problems
仓鼠的气味腺周围有脱发现象。,Skin Irritations
我一碰小狗的耳朵，它就呜呜叫并躲开。,Ear Infections
我的狗因蜱虫感染了埃立克体病,Parasites
猫的爪子似乎长得太长了，可能是因为疼痛而不愿抓猫抓板。,Mobility Problems
我的狗因不断啃咬，尾巴根部以上的毛发脱落了。,Parasites
我的猫下巴发红肿胀。,Skin Irritations
狗狗背部靠近尾巴处长了瘙痒的肿块。,Skin Irritations
我的猫从美容店回来后立刻开始摇头。,Ear Infections
猫咪的毛发摸起来油腻，尤其是尾巴根部附近。,Skin Irritations
猫患有增生性骨发育不良。,Mobility Problems
轻轻按压猫的脊椎时，它会表现出疼痛。,Mobility Problems
我的猫每3-4天才排便一次，且粪便非常干硬。,Digestive Issues
我的狗洗澡时可能有水进了耳朵。,Ear Infections
兔子感染了蛲虫。,Parasites
我家狗狗的粪便上覆盖着黏液。,Digestive Issues
我的狗后肢似乎失去了协调性。,Mobility Problems
天竺鼠体重减轻且有腹泻。,Digestive Issues
今天的晚餐加了点营养膏，狗狗吃得很满足。,Normal
狗狗的粪便呈苍白、灰泥色。,Digestive Issues
我的鸟在啄自己的羽毛,Parasites
猫咪准时守在碗边等开饭，食欲非常旺盛。,Normal
我的狗出现了头部倾斜，似乎有些眩晕。,Mobility Problems
狗狗在尾巴正上方啃咬后臀，直到皮肤破损。,Skin Irritations
幼犬毛发黯淡粗糙，且看起来体重不足。,Parasites
我的狗患有莱姆关节炎，导致跛行且跛行部位不固定。,Mobility Problems
兽医确诊我的狗患有耳螨。,Parasites
我的狗撕裂了十字韧带（CCL/ACL）。,Mobility Problems
猫咪在爬架上爬上爬下，平衡感极好。,Normal
豚鼠脚底长了溃疡（趾间炎）,Skin Irritations
猫咪皮肤上出现了水疱。,Skin Irritations
猫的耳朵有棕色分泌物且有异味。,Ear Infections
雪貂耳朵里有耳垢，可能是耳螨，也可能是单纯的耳垢堆积。,Ear Infections
小猫在毯子上打滚，自娱自乐玩了很久。,Normal
幼犬在水中玩耍后耳朵里有湿气。,Ear Infections
今天加了点鸡胸肉，猫咪吃得很开心。,Normal
雪貂有绿色、粘稠的腹泻。,Digestive Issues
我的狗不停地剧烈摇头并抓挠右耳。,Ear Infections
狗狗不停地舔空气并反复吞咽。,Digestive Issues
我家狗狗的肘关节/跗关节似乎以一个奇怪的角度突出。,Mobility Problems
我的兔子已经几天食欲不振了。,Digestive Issues
今天给小猫梳了毛，掉了一些浮毛，毛发很亮。,Normal
我家小猫肚子鼓鼓的，长得也不好，繁殖者说它可能有蠕虫。,Parasites
我的幼犬患有生长痛（泛骨炎）,Mobility Problems
猫咪在垫子上打滚，自娱自乐玩了很久。,Normal
狗狗有慢性皮肤问题，兽医怀疑是毛囊螨。,Parasites
我的鸟患有气囊螨，导致呼吸困难。,Parasites
狗狗不停摇头，耳廓内侧发红。,Skin Irritations
我的猫耳朵后面出现了秃斑。,Skin Irritations
我的狗坐着时，一条腿笔直地向侧面伸着。,Mobility Problems
仓鼠不吃不喝，身体蜷缩着。,Digestive Issues
我的豚鼠嘴边有结痂的皮损。,Skin Irritations
今天阳光不错，带狗狗出门晒了两个小时。,Normal
豚鼠患有Trixacarus疥癣，导致剧烈瘙痒和抽搐。,Parasites
我的幼犬来自同一窝幼犬，其中几只患有耳螨。,Ear Infections
我的猫患有耐药性耳螨。,Parasites
我的仓鼠粪便中混有毛发，呈串状。,Digestive Issues
狗狗抓挠得皮肤破皮，尤其是胸部和腹部。,Parasites
今天的晚餐加了点蛋黄，小狗吃得很满足。,Normal
狗狗有跳蚤过敏，被咬一口就会出现严重反应。,Parasites
我的猫检测出弓形虫抗体，需要讨论相关风险。,Parasites
我家狗狗耳朵里流出了黑色蜡状分泌物。,Ear Infections
猫不再跳上台面或窗台了,Mobility Problems
我家的狗（可卡犬）容易患耳部感染。,Ear Infections
狗狗皮肤褶皱处有异味。,Skin Irritations
我家狗狗的后腿似乎不协调，会互相交叉。,Mobility Problems
在狗狗屁股附近发现了一些看起来像干米粒的东西。,Parasites
猫咪在疼痛关节附近的部位过度舔毛。,Mobility Problems
我的狗经常踉跄,Mobility Problems
狗狗的呼吸频率稳定，睡觉时很安静。,Normal
我的狗在地板上滑倒后一直跛行。,Mobility Problems
我的狗从沙发上跳下来时会尖叫。,Mobility Problems
我的兔子耳朵里有结痂的分泌物,Ear Infections
宠物洗完澡后香喷喷的，一直在沙发上打滚。,Normal
给猫咪做了体内外驱虫，作为定期的预防措施。,Normal
兔子不愿被人抱起。活动能力问题,Mobility Problems
宠物的咀嚼力度正常，牙齿咬合没有松动。,Normal
兔子鼻部出现脱毛。,Parasites
雪貂需要一种对它们安全且有效的跳蚤防治药物。,Parasites
我幼犬的耳朵里流出了淡黄色的脓液。,Ear Infections
猫咪的消化系统看起来很强大，饮食一直很规律。,Normal
根据粪便检测，小猫感染了钩虫。,Parasites
猫咪在某些部位被触碰时会表现出易怒或攻击性。,Mobility Problems
我的猫出现眼睑下垂，且头部倾斜一侧的瞳孔变小。,Ear Infections
摸完猫后发现自己身上有跳蚤。,Parasites
耳朵流出的分泌物带血。,Ear Infections
我的狗患有肘关节发育不良。,Mobility Problems
狗狗腹泻，气味特别难闻。,Digestive Issues
猫咪在舔掉腿上的毛发。,Skin Irritations
虽然我给猫咪驱虫了，但它还是不断感染绦虫。,Parasites
我的狗不愿出去散步。,Mobility Problems
给小狗按摩耳根时它会哭叫。,Ear Infections
我的猫有耳部息肉病史。,Ear Infections
小狗今天修了修毛，看起来可爱多了。,Normal
小猫喜欢躲在被子里玩，非常活泼可爱。,Normal
狗狗不停舔舐前腿某处，直到舔破皮。,Skin Irritations
猫因先前受伤导致继发性关节炎,Mobility Problems
今天给猫咪梳了毛，掉了一些浮毛，皮肤很粉嫩。,Normal
狗狗的耳朵油腻，周围的毛发打结。,Ear Infections
幼犬腹股沟处出现皮疹,Skin Irritations
当我试图抱起兔子时，它会挣扎且看起来很痛苦。,Mobility Problems
雪貂后肢瘫痪。,Mobility Problems
猫咪一直干呕，好像要吐毛球，但没吐出来。,Digestive Issues
猫终于吐出了一大团浓密的毛球。,Digestive Issues
雪貂今天没进食，还呕吐出绿色液体。,Digestive Issues
狗狗皮肤油腻且有异味，尤其是背部。,Skin Irritations
狗狗有慢性皮肤问题，兽医诊断为全身性蠕形螨。,Parasites
豚鼠腹部摸起来紧绷且胀气,Digestive Issues
狗狗有慢性耳部问题，当皮肤过敏发作时症状会加重。,Ear Infections
雪貂爬行困难,Mobility Problems
仓鼠脸颊囊内侧皮肤发红且有刺激症状,Skin Irritations
我的狗在湖里游泳后身上起了皮疹。,Skin Irritations
幼犬双耳轻微发红，耳道内有少量耳垢。,Ear Infections
猫咪上下楼梯有困难,Mobility Problems
我给雪貂清理耳朵后，它会摇头。,Ear Infections
猫咪指甲周围有炎症和分泌物。,Skin Irritations
雪貂的头微微向左倾斜。,Ear Infections
小狗回家后安静地趴着，呼吸频率平稳。,Normal
雪貂耳朵里有深色、蜡状的分泌物。,Ear Infections
猫走路时姿势僵硬，背部弓起。,Mobility Problems
狗狗用力干呕但吐不出东西,Digestive Issues
雪貂的耳朵触碰时似乎很痛。,Ear Infections
小狗的耳朵摸起来似乎很烫,Ear Infections
当我试图抚摸猫咪的下背部或臀部时，它会发出低吼或嘶嘶声。,Mobility Problems
猫跳下时会犹豫不决。,Mobility Problems
猫咪追逐红点跑得飞快，反应速度一流。,Normal
狗狗因慢性感染导致鼓膜破裂。,Ear Infections
今天给猫咪补充了点益生菌，维持肠道健康。,Normal
我的鸟喙部和脚上长了结痂的肿块。,Parasites
我的狗患有骨肉瘤，需要截肢。,Mobility Problems
我的猫已经躲起来一天了，而且拒食。,Digestive Issues
豚鼠毛发中附着白色粉末状物质。,Parasites
我的猫粪便中可见蛔虫,Parasites
小狗进食很积极，一小碗饭很快就吃完了。,Normal
我家狗狗的尾巴完全秃了（老鼠尾）,Skin Irritations
我的仓鼠眼睛周围掉毛,Skin Irritations
我的幼犬需要定期清洁耳朵以预防问题。,Ear Infections
小狗今天学会了蹲下，跳得很有活力。,Normal
猫咪睡醒后伸了个懒腰，然后去玩了。,Normal
猫对噪音敏感。,Ear Infections
我的猫偶尔会呕吐白色泡沫，与进食无关。,Digestive Issues
狗狗的粪便油腻、颜色苍白且量大。,Digestive Issues
我的狗站起来或躺下时会呜咽，活动困难,Mobility Problems
狗狗耳朵有酵母菌过度增生,Ear Infections
我家猫背部的皮肤在抽搐，然后突然跑开了。,Skin Irritations
我的雪貂不停抓挠耳朵，直到流血。,Ear Infections
我的狗背部看起来弓起或拱起。,Mobility Problems
小猫的耳道非常清爽，没有任何异味。,Normal
给宠物擦了擦眼角，眼睛很明亮，没有分泌物。,Normal
小狗在公园里社交很成功，性格非常随和。,Normal
我家狗狗的鼻子看起来结痂，且色素脱失。,Skin Irritations
我的猫流口水很多，似乎吞咽困难。,Digestive Issues
幼猫对初次驱虫药无反应，怀疑是抗药性菌株或不同寄生虫。,Parasites
宠物的耳朵肿胀并散发腐臭味。,Ear Infections
我的兔子耳朵下垂一侧的眼睛有分泌物。,Ear Infections
雪貂走路时步态僵硬,Mobility Problems
我的幼犬看起来腹胀，试图呕吐但吐不出来。,Digestive Issues
我的豚鼠脚底长了疮。,Skin Irritations
狗狗有时会咳嗽，兽医提到可能是心丝虫或肺丝虫。,Parasites
我的雪貂皮肤发黄，且正在掉毛。,Skin Irritations
兽医检查猫咪的腿时，它似乎很痛苦。,Mobility Problems
兔子因意外导致腿部骨折。,Mobility Problems
我的兔子不再吃颗粒饲料，盲肠粪便粘在毛上了。,Digestive Issues
幼犬粪便检查呈蛔虫和钩虫双阳性。,Parasites
我的猫去宠物美容店后开始摇头。,Ear Infections
狗狗的毛发干燥易断，皮肤有脱屑现象。,Skin Irritations
我的兔子身上有跳蚤，很可能是从狗身上传染的。,Parasites
天竺鼠被摔落后似乎无法正常活动,Mobility Problems
我家狗狗的后腿似乎无力，有时会突然站不稳。,Mobility Problems
兔子看起来情绪低落，吃得很少，可能是因为疼痛。,Mobility Problems
小猫经过多次驱虫治疗后仍腹泻,Parasites
我的兔子尝试新蔬菜后出现了腹泻。,Digestive Issues
猫在过去一小时内呕吐了多次。,Digestive Issues
宠物在玩耍后适量喝水，休息得很安静。,Normal
兔子不再像往常那样跳跃了。,Mobility Problems
豚鼠跛行，可能是缺乏维生素C所致。,Mobility Problems
我家狗狗头部似乎很敏感，摸耳朵附近时会缩头躲避。,Ear Infections
幼犬走路时呈现兔子跳步态。,Mobility Problems
我家猫抓回了一只老鼠，现在我担心它会感染蠕虫。,Parasites
狗患有全身性蠕形螨病.,Parasites
猫咪两侧腹部出现对称性脱发，无明显瘙痒。,Skin Irritations
兔子不使用猫砂盆，只是呆在原地不动。,Mobility Problems
我的兔子频繁抓挠下巴和颈部区域,Skin Irritations
今天喂了点蔬菜，狗狗也吃得很香。,Normal
狗狗一直伸展成‘玩耍弓步’姿势，看起来很痛苦。,Digestive Issues
猫的关节肿胀,Mobility Problems
我的狗食欲减退，整体看起来不太舒服。,Digestive Issues
今天喂了点冻干，小狗表现得很兴奋。,Normal
宠物的日常运动量达标，晚上睡得很沉。,Normal
狗狗尾巴上掉毛，看起来像‘老鼠尾巴’。,Skin Irritations
猫咪换毛期虽然掉毛，但新生毛发很健康。,Normal
豚鼠的粪便质地软且有异味。,Digestive Issues
体检报告单显示，猫咪的各项指数都在优良水平。,Normal
我的猫似乎失去平衡，有时会绕圈走。,Ear Infections
我的狗走路摇摇晃晃或动作不协调。,Mobility Problems
幼犬的耳朵内部总是显得潮湿且脏污。,Ear Infections
我的狗饭后一直咕噜咕噜地打嗝，看起来很不舒服。,Digestive Issues
猫咪下午在阳台晒太阳，偶尔抓抓小虫子。,Normal
洗澡时检查了全身，没有发现任何异物。,Normal
狗狗耳道内皮肤增厚且粗糙（呈鹅卵石状）。,Ear Infections
今天阳光不错，带小狗出门晒了两个小时。,Normal
猫的耳廓上有一处久治不愈的溃疡。,Skin Irritations
兔子耳朵有严重结痂，经诊断为螨虫感染。,Ear Infections
我的雪貂精神萎靡，排出的粪便呈深色且粘稠。,Digestive Issues
我的猫既有跳蚤又有绦虫节片。,Parasites
我的狗因被蜱虫叮咬感染了巴贝西虫病。,Parasites
小狗今天学会了接飞盘，跳得很高。,Normal
猫有严重胀气，偶尔呕吐。,Digestive Issues
狗狗排出大量油腻且有恶臭的粪便。,Digestive Issues
豚鼠摔倒后行动困难,Mobility Problems
兔子不愿活动。,Ear Infections
家里环境通风良好，宠物感觉很舒适。,Normal
我家狗狗的关节看起来肿了，尤其是膝盖。,Mobility Problems
徒步后发现狗身上附着了几只蜱虫,Parasites
狗狗皮肤油腻且反复出现皮肤感染,Skin Irritations
雪貂耳朵里有深色、类似咖啡渣的碎屑。,Ear Infections
狗狗抓挠过的皮肤上出现小血点。,Skin Irritations
我的狗患有髌骨脱位（膝盖骨移位）。,Mobility Problems
豚鼠看起来无精打采且消瘦，可能是体内寄生虫？,Parasites
我家的狗在潮湿天气里耳部感染似乎更严重了。,Ear Infections
幼猫的粪便检查显示有钩虫卵。,Parasites
猫咪误食了狗粮后出现腹泻。,Digestive Issues
雪貂头部周围似乎很痛。,Ear Infections
我的雪貂似乎很痒，总在摩擦东西。,Parasites
带狗狗去公园跑了半小时，它接球的动作很灵敏。,Normal
我家的猫今天早上吐了些清澈的液体，现在显得很安静。,Digestive Issues
豚鼠在笼子里活动很少。,Mobility Problems
我的狗患有泛骨炎（生长痛）,Mobility Problems
我的猫把毛舔得呈条状脱落,Skin Irritations
我的狗在其他狗靠近它头部玩耍时会尖叫。,Ear Infections
我的猫吃完后几乎立刻就把食物吐出来，看起来没消化。,Digestive Issues
小猫换毛期虽然掉毛，但新毛生长旺盛。,Normal
我的兔子跳跃时后腿会发抖。,Mobility Problems
猫咪持续呕吐少量胆汁。,Digestive Issues
我的豚鼠粪便非常小且干燥。,Digestive Issues
我的猫有慢性腹泻，用抗生素后好转但又复发。,Digestive Issues
兔子活动很少，看起来很痛苦。,Ear Infections
带小狗去草地跑了半小时，它接球的动作很灵敏。,Normal
我的鸟精神萎靡，粪便看起来不正常,Parasites
我的兔子经常摇头,Ear Infections
猫咪过去两天大便呈软糊状。,Digestive Issues
猫咪食欲不振，可能是慢性关节疼痛所致。,Mobility Problems
带狗在树林里散步后发现身上有多个蜱虫,Parasites
仓鼠脱水（捏起皮肤后凹陷处无法回弹）,Digestive Issues
我的狗患有骨癌，导致腿部剧痛。,Mobility Problems
猫咪爬上沙发时显得很吃力。,Mobility Problems
带小狗去宠物店洗了个澡，吹干后香喷喷的。,Normal
狗狗的鼻部和眼睛周围出现了秃斑,Parasites
小狗今天玩球了，看起来非常满足。,Normal
猫的背部因抓挠而出现粉红色、渗液的溃疡。,Skin Irritations
猫咪食欲很好却在持续消瘦,Digestive Issues
猫的耳道看起来极其狭窄，难以看清内部。,Ear Infections
我的雪貂耳朵流出的分泌物有甜味/酵母味,Ear Infections
雪貂在笼子里爬坡时显得很吃力。,Mobility Problems
猫走路非常缓慢且谨慎。,Mobility Problems
宠物今天步态稳健，跑动速度很快。,Normal
豚鼠患有维生素C缺乏症（坏血病），导致关节疼痛。,Mobility Problems
雪貂大便呈深色柏油状，这可能是寄生虫引起的吗？,Parasites
我家猫身上有像头皮屑一样的东西，但会动。,Skin Irritations
当我触碰幼犬左耳附近时，它会哭叫并试图咬人。,Ear Infections
我的狗因抓挠跳蚤叮咬处而引发继发性皮肤感染,Parasites
我的豚鼠正在掉毛，且有结痂的伤口。,Parasites
狗狗不停吞咽并舔鼻子,Digestive Issues
豚鼠眼睛周围皮肤有脱屑现象,Skin Irritations
我的雪貂背部似乎很痛。,Mobility Problems
我的猫眼睛和鼻子周围有结痂的病灶。,Skin Irritations
猫突然变得非常挑食。,Digestive Issues
观察发现宠物的唾液分泌正常，没有异常流涎。,Normal
我的猫有跳蚤，导致了粟粒性皮炎。,Parasites
我的仓鼠粪便粘在一起。,Digestive Issues
发现幼犬背部有小疙瘩和结痂。,Skin Irritations
我的狗患有退行性脊髓病（DM）。,Mobility Problems
狗狗似乎有腹部痉挛（身体伸展、盯着肚子看）。,Digestive Issues
我的兔子患有耳疮（螨虫）。,Parasites
兔子肩部有大量头皮屑。,Skin Irritations
狗狗的耳部感染散发出一种特别难闻的‘腐臭’味。,Ear Infections
我的幼犬坐车后似乎会胃部不适。,Digestive Issues
兔子患有耳螨，导致头部倾斜。,Parasites
新买的冻干零食宠物很喜欢，吃得津津有味。,Normal
兔子腿部骨折。,Mobility Problems
狗狗今天表现得很乖，没有乱吃地上的东西。,Normal
