text,condition
"Cat vomits undigested food about once a week, seems fine otherwise.",Digestive Issues
Puppy has mild redness in both ears.,Ear Infections
My cat vomited a worm.,Digestive Issues
My hamster is losing patches of fur and scratching.,Parasites
My cat has ear mites again.,Parasites
Cat is constantly licking at her knee joint.,Mobility Problems
Dog started holding up his back right leg after chasing a squirrel.,Mobility Problems
"My puppy is a breed with heavy, floppy ears that don't get good airflow.",Ear Infections
My dog has arthritis diagnosed by the vet.,Mobility Problems
Hamster has hair loss around its scent glands.,Skin Irritations
Cat likely has a muscle sprain or strain causing limping.,Mobility Problems
My bird is lethargic and its droppings look abnormal.,Parasites
My rabbit has developed a swelling near the base of its ear.,Ear Infections
My rabbit has fly eggs visible on its soiled rear end.,Skin Irritations
"My puppy has persistent diarrhea, vet found coccidia.",Parasites
"Cat is scratching near, but not directly in, the ear.",Ear Infections
Cat has a middle ear infection causing neurological signs.,Ear Infections
Cat has developed a head tilt suddenly.,Ear Infections
"Ferret has dark, coffee ground-like debris in his ears.",Ear Infections
My cat has difficulty swallowing.,Digestive Issues
"Dog raided the kitchen bin last night, now has terrible diarrhea.",Digestive Issues
"Ferret has waxy debris, possibly ear mites.",Ear Infections
"Ferret has very thick, dark, waxy buildup in both ears.",Ear Infections
Rabbit has ear mites causing head tilt.,Parasites
Puppy got water in his ears playing with the hose.,Ear Infections
My dog has Legg-Calve-Perthes condition.,Mobility Problems
"My finch is wheezing and clicking, suspect air sac mites.",Parasites
Cat vomited what looks like coffee grounds.,Digestive Issues
"My bird has air sac mites, causing breathing difficulty.",Parasites
Cat's paws are swollen and red.,Skin Irritations
Dog has yeast overgrowth in his ears.,Ear Infections
Kitten has persistent diarrhea despite deworming.,Parasites
My cat vomited pinkish foam.,Digestive Issues
My guinea pig is scratching so much it has open sores.,Parasites
My dog gets diarrhea whenever we have visitors or travel.,Digestive Issues
My dog's ear infection seemed better but came right back after stopping meds.,Ear Infections
Cat suddenly refuses to eat her usual food.,Digestive Issues
My dog has hives that appear and disappear quickly.,Skin Irritations
"Guinea pig seems weak and is losing weight, maybe internal parasites?",Parasites
"Ferret is lethargic and not eating, vomited once.",Digestive Issues
My dog stumbles frequently.,Mobility Problems
My dog's ear problems always seem worse during allergy season.,Ear Infections
"My kitten is covered in fleas, they are crawling all over.",Parasites
My dog keeps gulping and seems uncomfortable after eating.,Digestive Issues
My cat has symmetrical hair loss on both flanks.,Skin Irritations
Rabbit has spondylosis.,Mobility Problems
Cat has crusty ear tips.,Ear Infections
The skin inside my dog's ear canals looks bright red and sore.,Ear Infections
My dog sometimes trips over his own feet.,Mobility Problems
My rabbit has bald patches on its nose from rubbing the cage.,Skin Irritations
Hamster's skin looks red and irritated inside its cheek pouches.,Skin Irritations
"My dog's paw pads feel rough and crusty, almost like horns.",Skin Irritations
My cat has bald patches above her eyes.,Skin Irritations
Dog's ear infection smells like Pseudomonas (sickly sweet).,Ear Infections
"Dog has dry, brittle fur and flaky skin.",Skin Irritations
Ferret has crusty skin around its eyes and chin.,Skin Irritations
Rabbit is lethargic and dehydrated (skin tents when pinched).,Digestive Issues
Rabbit has severe crusting in ears diagnosed as mites.,Ear Infections
My puppy seems bloated and is trying to vomit but nothing comes up.,Digestive Issues
Hamster has wetness and staining around its tail.,Skin Irritations
"Rabbit's fur is matted, and the skin underneath looks irritated and flaky.",Parasites
Guinea pig is dragging its hind end.,Mobility Problems
My cat is sensitive to being petted along her back.,Skin Irritations
Puppy has pustules and redness on his chin and muzzle.,Skin Irritations
My dog is trying to eat grass frantically.,Digestive Issues
My rabbit is scratching its chin and neck area frequently.,Skin Irritations
"Dog's ear infection has a particularly nasty, 'rotten' smell.",Ear Infections
My cat has both fleas and tapeworm segments.,Parasites
Cat has thinning hair around her eyes and face.,Parasites
My dog's skin looks bruised in areas without any known trauma.,Skin Irritations
My ferret's ears look red inside.,Ear Infections
"My bird is restless and picking at its feathers, I think I see tiny bugs.",Parasites
"Dog has severe flea infestation, requiring immediate intervention.",Parasites
"Noticed some creamy, yellow discharge draining from my puppy's ear.",Ear Infections
My dog's nails are scuffing the ground when he walks.,Mobility Problems
My dog has bad breath that smells like feces.,Digestive Issues
Dog has diarrhea containing undigested food particles.,Digestive Issues
My lovebird is chewing its feathers down to the skin.,Parasites
My puppy has accidents in the house (diarrhea) overnight.,Digestive Issues
Ferret is weak in the hind limbs.,Mobility Problems
My dog favors one leg consistently.,Mobility Problems
Ferret has diarrhea and seems very weak.,Digestive Issues
My dog has hair loss that seems to follow a seasonal pattern.,Skin Irritations
"Ferret has black, tarry stools, could it be from parasites?",Parasites
"My dog has recurring ear infections, vet suspects underlying mites.",Parasites
"My cat licks her belly raw, especially after eating certain foods.",Skin Irritations
"Ferret has dark, tarry stool, could parasites cause this?",Parasites
Dog has oily skin and recurrent skin infections.,Skin Irritations
"My puppy is constantly hungry but not gaining weight, has loose stools.",Digestive Issues
Found several attached ticks on my dog after hiking.,Parasites
"Noticed thickened, dark skin in my dog's armpits that seems itchy.",Skin Irritations
My dog has bumps between his toes.,Skin Irritations
My cat started shaking her head after a groomer visit.,Ear Infections
My cat has what looks like walking dandruff.,Parasites
My rabbit has severe crusting in ears from Psoroptes mites.,Parasites
Dog has ticks attached deep inside his ear canals.,Parasites
"Dog has chronic skin issues, vet suspects Demodex mites.",Parasites
Rabbit seems weak all over.,Mobility Problems
Hamster has fecal staining and wetness around the tail and belly.,Digestive Issues
"Dog has chronic skin problems, vet diagnosed generalized Demodex.",Parasites
"My dog takes very short, stiff steps with his front legs.",Mobility Problems
My dog lags behind on walks and seems reluctant to continue.,Mobility Problems
"My rabbit has very large, soft cecotropes that are uneaten.",Digestive Issues
My dog gets recurring skin infections in the folds of his face.,Skin Irritations
My ferret is scratching intensely at its ears.,Ear Infections
My rabbit got diarrhea after I gave him too much fruit.,Digestive Issues
"My dog seems wobbly and uncoordinated, especially in the rear.",Mobility Problems
Guinea pig has stopped producing fecal pellets.,Digestive Issues
My cat doesn't jump onto the furniture anymore.,Mobility Problems
"My cat has fleas, causing miliary dermatitis.",Parasites
Guinea pig is losing large clumps of hair.,Skin Irritations
Puppy got diarrhea right after we changed his food brand.,Digestive Issues
"Rabbit is lethargic and not eating well, possibly due to pain.",Mobility Problems
Puppy's skin is peeling slightly after a bath with new shampoo.,Skin Irritations
"Rabbit has white, powdery substance accumulating in its fur.",Skin Irritations
My puppy has soft stool ever since we got him.,Digestive Issues
Guinea pig seems bloated and uncomfortable.,Digestive Issues
"My dog seems to have heartburn (gulping, licking air).",Digestive Issues
Rabbit has thick crusts forming on its skin.,Skin Irritations
Cat has painful swelling around multiple joints.,Mobility Problems
My cat seems to have fleas that aren't killed by her usual spot-on.,Parasites
Dog’s ears are crusty and smell like mold.,Ear Infections
Dog has difficulty posturing to urinate or defecate.,Mobility Problems
Guinea pig has dandruff and seems uncomfortable when petted.,Skin Irritations
Ferret has bright green diarrhea.,Digestive Issues
"Kitten is sneezing and has discharge, could it be lungworms?",Parasites
Cat is licking the fur off her legs.,Skin Irritations
My cat has bumps under the skin that can be felt but not easily seen.,Skin Irritations
Rabbit has pus draining from one ear.,Ear Infections
"Dog's ear canal lining looks thick and bumpy, like cobblestones.",Ear Infections
Guinea pig has difficulty moving after a fall.,Mobility Problems
My rabbit has matted fur and sores underneath on its hindquarters.,Skin Irritations
My bird has Giardia.,Parasites
My new kitten has a really round belly and doesn't seem to be growing much.,Parasites
Cat has difficulty navigating stairs.,Mobility Problems
"My cat's fur looks dull and unkempt, and she has flakes.",Skin Irritations
My dog slid on the ice and has been limping on his front leg since.,Mobility Problems
"Guinea pig has swollen, painful feet.",Mobility Problems
Rabbit has redness and hair loss on the soles of its hind feet.,Skin Irritations
Kitten has hookworms according to the fecal test.,Parasites
Dog is rubbing his face on the carpet constantly.,Skin Irritations
My puppy has developed a swollen muzzle and face.,Skin Irritations
My dog has significant muscle wasting in his hind end.,Mobility Problems
Cat has inflammation and discharge around her nail beds.,Skin Irritations
My dog has ear mites confirmed by microscopic exam.,Parasites
Cat keeps vomiting small amounts of bile.,Digestive Issues
My dog has Valley Fever affecting his bones.,Mobility Problems
"My dog has tapeworms, probably from fleas.",Parasites
Dog has developed resistance to previous ear medications.,Ear Infections
My dog has a secondary skin infection from scratching flea bites.,Parasites
There are little white things that look like rice grains stuck to the fur around my dog's anus.,Parasites
Cat has started eliminating outside the litter box.,Mobility Problems
Ferret has lost a lot of weight over the last month.,Digestive Issues
My cat fights me and cries when I try to put ear drops in.,Ear Infections
My cat has bumps along her spine.,Skin Irritations
Cat is losing weight despite having a good appetite.,Digestive Issues
Ferret seems painful when his jaw area is touched.,Ear Infections
"My rabbit has thick, flaky crusts inside both ears.",Ear Infections
My ferret's inner ear flaps look red and irritated.,Ear Infections
Pet’s ears are red and have a musty odor.,Ear Infections
Guinea pig has swollen feet (bumblefoot).,Mobility Problems
"My ferret’s belly has red, irritated spots.",Skin Irritations
My rabbit has white flakes in its ears.,Ear Infections
Dog has intermittent episodes of vomiting and diarrhea.,Digestive Issues
Rabbit's fur is matted and it seems itchy underneath.,Parasites
My dog's ears smell yeasty and the skin inside looks thickened.,Skin Irritations
Dog is less active and sleeps more than usual.,Mobility Problems
Dog started limping on his front left leg after playing.,Mobility Problems
My guinea pig has crusty lesions near its mouth.,Skin Irritations
My dog's anal area is red and itchy; he scoots on the carpet.,Skin Irritations
"I saw live, wriggling worms in my puppy's fresh poop.",Parasites
My dog's joints make clicking or popping sounds.,Mobility Problems
Ferret is having difficulty climbing up ramps in his cage.,Mobility Problems
My dog acts hungry but then sniffs his food and walks away.,Digestive Issues
Dog is straining in the yard but only passing small bits of liquid stool.,Digestive Issues
Guinea pig has visible lice crawling on its hair shafts.,Parasites
"Dog has lost his appetite and seems nauseous (licking lips, drooling).",Digestive Issues
My rabbit has developed a large swelling under its jaw.,Skin Irritations
"Cat's face looks droopy on one side, started with the ear trouble.",Ear Infections
"My ferret is itchy, especially around his neck and shoulders.",Parasites
Rabbit is shaking its head and digging at its ears.,Parasites
My puppy seems stiff when he wakes up.,Mobility Problems
My dog's ear flap (pinna) is swollen like a balloon.,Ear Infections
"Cat is scratching the area below her ear, not directly inside.",Ear Infections
My dog has Babesia from a tick bite.,Parasites
"Cat has decreased appetite, possibly due to chronic pain.",Mobility Problems
"Ferret has fleas, needs treatment safe for ferrets.",Parasites
"My puppy is trying to vomit but only dry heaving, and his belly looks swollen.",Digestive Issues
Puppy has a rash in his groin area.,Skin Irritations
My cat shakes her head violently right after I put the ear drops in.,Ear Infections
Cat has swollen joints.,Mobility Problems
I saw spaghetti-like worms in my puppy's vomit.,Parasites
"My dog is restless and pacing, seems uncomfortable after eating.",Digestive Issues
My ferret's ear discharge smells sweet/yeasty.,Ear Infections
My hamster is losing fur around its eyes.,Skin Irritations
My cat is drinking tons of water and vomited twice yesterday.,Digestive Issues
Cat seems completely deaf in the affected ear.,Ear Infections
"Rabbit has stopped grooming, coat looks messy.",Digestive Issues
My dog chewed up a plastic toy and is now lethargic and gagging.,Digestive Issues
"Cat moves with a stiff, hunched posture.",Mobility Problems
My parrot was diagnosed with Giardia.,Parasites
My dog's skin turns bright red after he eats certain treats.,Skin Irritations
Noticed small bumps and scabs on my puppy's back.,Skin Irritations
Cat is licking a specific joint excessively.,Mobility Problems
"My rabbit's skin seems very dry and flaky, especially on its ears.",Skin Irritations
"Kitten has pale gums and is very sleepy, worried about fleas.",Parasites
"My dog is a Cocker Spaniel, and I know they are prone to ear problems.",Ear Infections
"Cat has symmetrical hair loss on her flanks, no apparent itching.",Skin Irritations
"Guinea pig has soft, smelly droppings.",Digestive Issues
My senior cat hasn't pooped in four days and seems uncomfortable.,Digestive Issues
My puppy has diarrhea and the vet found Coccidia in his stool sample.,Parasites
My dog has a circular lesion that is healing in the center but spreading outward.,Skin Irritations
Cat seems overly sensitive to loud noises lately.,Ear Infections
My cat has sores in the corners of her mouth.,Skin Irritations
Ferret is tilting its head slightly to the left.,Ear Infections
My dog has ear mites confirmed by the vet.,Parasites
My dog requires treatment for heartworm infection.,Parasites
My puppy drags his rear end on the carpet after pooping.,Parasites
"Cat isn't grooming her hindquarters well, fur looks matted.",Mobility Problems
Puppy has on-and-off diarrhea since we brought him home.,Digestive Issues
Cat has hair loss and redness between the toes.,Skin Irritations
"Cat is scratching under her chin, causing sores and hair loss.",Skin Irritations
"Guinea pig has intense itching fits, sometimes seems like a seizure.",Skin Irritations
My cat is drinking excessive amounts of water and vomiting frequently.,Digestive Issues
"Dog has dry, brittle hair coat and flaky skin.",Skin Irritations
My puppy scoots his bottom on the floor frequently.,Parasites
"My rabbit is leaving large, soft, uneaten cecotropes around.",Digestive Issues
My puppy ate some mushrooms in the yard and is now vomiting.,Digestive Issues
My cat scratches herself raw around the collar area.,Skin Irritations
My dog has developed a head tilt.,Mobility Problems
Puppy fecal exam positive for both roundworms and hookworms.,Parasites
My cat has flaky skin that seems to move when you watch it closely.,Parasites
My small dog has Legg-Calve-Perthes causing hip pain.,Mobility Problems
My rabbit stopped eating his pellets and cecotropes are sticking to his fur.,Digestive Issues
Rabbit has lost bladder/bowel control.,Mobility Problems
Guinea pig has hair loss on its nose.,Skin Irritations
"Cat keeps gagging like she has a hairball, but nothing comes out.",Digestive Issues
My dog had ear canal ablation surgery due to end-stage condition.,Ear Infections
"Dog has hair loss on the tail, looks like a 'rat tail'.",Skin Irritations
My cat has chronic diarrhea that responds temporarily to antibiotics.,Digestive Issues
Kitten's fecal test showed hookworm eggs.,Parasites
"My cat has chronic diarrhea, improves with antibiotics but returns.",Digestive Issues
My puppy has what looks like acne on his belly.,Skin Irritations
My dog has Wobbler syndrome.,Mobility Problems
Guinea pig is frantically scratching and seems distressed.,Parasites
Rabbit is tilting its head and seems off balance.,Mobility Problems
"The fur on my cat's tail base is thinning, and the skin looks irritated.",Skin Irritations
Cat meows loudly if I accidentally brush against her lower back.,Mobility Problems
My dog has developed skin tags all over his body.,Skin Irritations
My dog has myasthenia gravis causing weakness.,Mobility Problems
"Dog is chewing his hindquarters raw, right above the tail.",Skin Irritations
"Dog has hearing loss in one ear due to chronic, untreated infections.",Ear Infections
"Guinea pig has white, dust-like particles in its fur.",Parasites
"My dog's stomach is making loud gurgling noises, and he seems uncomfortable.",Digestive Issues
My dog shakes his head mostly right after he gets up from sleeping.,Ear Infections
Cat has neurological signs attributed to a middle ear infection.,Ear Infections
"Puppy has a dull, rough coat and seems underweight.",Parasites
Dog has a bad smell from his skin folds.,Skin Irritations
Rabbit is reluctant to move.,Ear Infections
"Puppy vomited his dinner whole, hours after eating.",Digestive Issues
My cat is drooling a lot and seems to have trouble swallowing.,Digestive Issues
"Ferret has very dry, flaky skin all over.",Skin Irritations
Rabbit fecal shows pinworm eggs (Passalurus ambiguus).,Parasites
"Cat suddenly lost use of her back legs, they feel cold.",Mobility Problems
Puppy is underweight for his breed and has chronic loose stool.,Digestive Issues
Dog gets intensely itchy and breaks out in hives after just one flea bite.,Parasites
My puppy whines and pulls away when I try to touch his ears.,Ear Infections
"Cat shakes her head a lot and there's dark, crumbly stuff in her ears.",Parasites
My rabbit has thick white crusts inside its ears.,Parasites
My puppy was dewormed but still has occasional diarrhea.,Parasites
"My dog has developed skin tags, especially on his chest and legs.",Skin Irritations
My dog has developed a growth on his eyelid margin.,Skin Irritations
Found things that look like dried rice stuck near my dog's butt.,Parasites
"Cat has a poor appetite, which might be due to chronic joint pain.",Mobility Problems
"My cat vomits clear or white foam, usually in the morning.",Digestive Issues
"Cat finally coughed up a huge, dense hairball.",Digestive Issues
My cat has dandruff-like flakes all over her black fur.,Skin Irritations
My cat vomited something that looked like a grain of rice.,Parasites
"My cat vomits white foam occasionally, unrelated to meals.",Digestive Issues
My dog's ear infection spread to the other ear.,Ear Infections
"Rabbit isn't using its litter box, just staying in one spot.",Mobility Problems
My cat started shaking her head right after coming back from the groomer.,Ear Infections
"My ferret is grinding its teeth and has dark, tarry stools.",Digestive Issues
Rabbit struggles and seems painful when I try to pick it up.,Mobility Problems
"Puppy has small, pus-filled bumps on his belly and groin.",Skin Irritations
Rabbit's belly feels hard and distended.,Digestive Issues
Dog's ear canal bleeds when I try to clean it gently.,Ear Infections
"My cat's ears have a really strong, yeasty smell.",Ear Infections
Cat flinches and tensees up when I touch her belly.,Digestive Issues
My dog slipped a disc and needs crate rest.,Mobility Problems
My dog's hips make a popping sound when he walks.,Mobility Problems
My rabbit's ear is drooping.,Ear Infections
Puppy's ears feel warmer than the rest of his body.,Ear Infections
My dog won't stop shaking his head and flapping his ears.,Ear Infections
Cat no longer jumps up onto counters or windowsills.,Mobility Problems
My rabbit is producing 'string of pearls' feces (hair linked together).,Digestive Issues
My ferret seems lethargic because of the ear issue.,Ear Infections
My puppy might have a foxtail or grass seed stuck down in his ear.,Ear Infections
My ferret has scabs around its neck and shoulders.,Skin Irritations
My dog's back seems hunched or arched.,Mobility Problems
My dog has a sudden inability to walk (paralysis).,Mobility Problems
"Rabbit seems depressed and isn't eating much, maybe pain related.",Mobility Problems
My dog avoids the hardwood floors and prefers rugs.,Mobility Problems
Puppy has Demodex mites causing localized hair loss.,Parasites
Cat has suddenly become very picky about food.,Digestive Issues
My dog has a decreased appetite and seems generally unwell.,Digestive Issues
My cat has tapeworm segments appearing intermittently.,Parasites
"My dog pants excessively, even when resting.",Mobility Problems
My dog's tail has become completely bald (rat tail).,Skin Irritations
"Noticed a small, wart-like growth on my dog's eyelid.",Skin Irritations
My dog's nose leather is cracked and dry.,Skin Irritations
"Kitten is sneezing frequently, could it be a nasal parasite?",Parasites
My cat is walking with her head tilted sharply to the right.,Ear Infections
Cat growls or hisses when I try to pet her lower back or hips.,Mobility Problems
Ferret has lost almost all the hair on its tail.,Skin Irritations
Puppy vomited a piece of a toy.,Digestive Issues
My rabbit’s hind legs shake when hopping.,Mobility Problems
My rabbit is producing fecal pellets linked by strands of hair.,Digestive Issues
"My rabbit is stretching out frequently, looks uncomfortable.",Digestive Issues
"Dog has red bumps all over his belly, and I found black 'dirt' that smears red.",Parasites
Rabbit has crusting and hair loss around the ear base.,Ear Infections
Cat has vestibular signs that started suddenly.,Ear Infections
My cat has resistant ear mites.,Parasites
My puppy has floppy ears that don't get much air circulation.,Ear Infections
My dog has allergies and gets ear infections frequently.,Ear Infections
My guinea pig’s ears have dark wax and smell bad.,Ear Infections
My dog has Lyme arthritis causing lameness that shifts legs.,Mobility Problems
"My Doberman has Wobbler's, causing a clumsy gait.",Mobility Problems
"My dog had an infection in one ear, now the other one seems affected too.",Ear Infections
"My ferret is lethargic and passing dark, sticky feces.",Digestive Issues
"My cat hunts mice, should I be worried about worms?",Parasites
My dog has heartworm condition and needs treatment.,Parasites
My puppy's ears need regular cleaning to prevent issues.,Ear Infections
My cat has inflammation deep in the ear canal.,Ear Infections
My bird is plucking its own feathers out.,Parasites
Rabbit has Passalurus ambiguus (pinworms).,Parasites
My indoor-only cat somehow got fleas.,Parasites
"My cat has intermittent constipation, goes several days without defecating.",Digestive Issues
My dog has dandruff-like scales along his back.,Parasites
My cat's skin irritation (miliary dermatitis) is caused by fleas.,Parasites
My hamster has diarrhea and a wet tail area.,Digestive Issues
"My dog's breath smells unusually foul, almost like sewage.",Digestive Issues
My dog has progressive hind limb weakness diagnosed as DM.,Mobility Problems
Pet’s belly is distended and he’s lethargic.,Digestive Issues
"My rabbit has thick, honey-colored crusts filling its ear canals.",Parasites
"My cat has Toxoplasma antibodies, need to discuss risks.",Parasites
My rabbit's appetite has slowly decreased over several days.,Digestive Issues
My dog injured his back (IVDD) and requires strict rest.,Mobility Problems
Ferret is scratching under its arms.,Skin Irritations
Kitten still has diarrhea despite multiple deworming treatments.,Parasites
"Dog coughs sometimes, vet mentioned possible heartworm or lungworm.",Parasites
"Dog shivers or trembles, seems like he's in pain.",Mobility Problems
Cat has arthritis secondary to previous injury.,Mobility Problems
"Kitten has severe, bloody diarrhea caused by Coccidia.",Parasites
Cat has shown no interest in food for 24 hours.,Digestive Issues
Ferret has thinning fur overall.,Skin Irritations
My cat seems off balance and walks in circles sometimes.,Ear Infections
"My rabbit has soft, unformed droppings instead of normal pellets.",Digestive Issues
Cat shows pain when her spine is gently pressed.,Mobility Problems
"My rabbit's fur looks like it has dandruff, but the flakes are moving!",Parasites
Cat is hiding more and interacting less.,Mobility Problems
My cat started peeing next to the litter box instead of climbing in.,Mobility Problems
My cat was diagnosed with lungworm after chronic respiratory signs.,Parasites
"Guinea pig has lice, visible as small white dots.",Parasites
Guinea pig has dandruff that seems to be moving.,Parasites
My rabbit vomited a small amount of green fluid.,Digestive Issues
Dog has swimmer's ear.,Ear Infections
My dog gets ear infections every summer after swimming in the lake.,Ear Infections
Ferret has diarrhea and is dehydrated.,Digestive Issues
My dog has Ehrlichia from a tick.,Parasites
"My cat had ear polyps removed before, worried they are back.",Ear Infections
My puppy had roundworms treated but still has diarrhea.,Parasites
Found a flea on myself after petting the cat.,Parasites
My cat has sores appearing on her paw pads.,Skin Irritations
My dog's knees look puffy and feel warm.,Mobility Problems
Puppy has redness and irritation around his genitals.,Skin Irritations
Cat has pain when her spine is palpated.,Mobility Problems
Dog has developed hives all over his body after rolling in the grass.,Skin Irritations
My dog pants heavily even when resting indoors.,Mobility Problems
My dog's back legs seem weak and sometimes give out.,Mobility Problems
Cat has diarrhea after getting into the dog's food.,Digestive Issues
Guinea pig has flaky skin and hair loss on its rump.,Skin Irritations
My guinea pig's droppings are much smaller and fewer than usual.,Digestive Issues
My dog has blackheads and pimples on his muzzle.,Skin Irritations
Cat has vomited multiple times in the last hour.,Digestive Issues
My rabbit has crusty sores around its nose and mouth.,Skin Irritations
Guinea pig is losing weight and has diarrhea.,Digestive Issues
"My dog licks his paws raw, vet mentioned possible mites.",Parasites
My dog begs for food but then walks away when I offer it.,Digestive Issues
Cat's skin seems very thin and tears easily.,Skin Irritations
"My dog is frantically chewing at his hind end, and I see little black specks in his fur.",Parasites
There's yellowish pus draining from my puppy's ear.,Ear Infections
My dog has patellar luxation (kneecap slips).,Mobility Problems
Dog has hair loss in a pattern that follows the leash/collar line.,Skin Irritations
Puppy's ears always seem damp and dirty inside.,Ear Infections
"My dog licks his front paws incessantly, vet mentioned possible Demodex.",Parasites
Cat spends most of her time sleeping in secluded spots.,Mobility Problems
My dog has degenerative myelopathy (DM).,Mobility Problems
"My dog just seems 'off' - lethargic, poor appetite.",Digestive Issues
Dog's skin is sensitive to touch in certain areas.,Skin Irritations
Guinea pig hasn't produced any droppings in 24 hours.,Digestive Issues
"Kitten has flaky skin, like bad dandruff.",Skin Irritations
"Cat is excessively grooming her belly, making it bald.",Parasites
My Siamese cat is developing crusty lesions on her ear tips and nose.,Skin Irritations
"Rabbit has lost fur on its nose, looks sore.",Parasites
"My hamster is scratching a lot and has dry, flaky skin.",Parasites
"Rabbit is only eating greens, refusing hay.",Digestive Issues
Rabbit has become incontinent (urine and feces).,Mobility Problems
"Dog has pale, clay-colored stools.",Digestive Issues
Ferret is walking with a stiff gait.,Mobility Problems
Puppy constantly has dirty ears despite regular cleaning.,Ear Infections
My rabbit shakes its head frequently.,Ear Infections
My cat has Giardia and needs medication.,Parasites
My hamster's droppings are stuck together.,Digestive Issues
"Found a long, segmented worm in the dog's stool this morning.",Parasites
"Dog seems nauseous (drooling, lip smacking) and refused his favorite treat.",Digestive Issues
"Cat has tiny scabs all over her back, feels like sandpaper.",Parasites
"Cat has chronic intermittent vomiting, maybe once or twice a week.",Digestive Issues
My ferret seems generally unwell since the ear problem started.,Ear Infections
My puppy has had soft stools since we adopted him from the shelter.,Digestive Issues
Rabbit seems unable to move its hind legs properly.,Mobility Problems
My dog has Lyme condition causing shifting leg lameness.,Mobility Problems
My rabbit keeps shaking its head back and forth.,Ear Infections
"My dog seems sensitive around his head, flinches when petted near ears.",Ear Infections
My dog has diarrhea every time he gets stressed.,Digestive Issues
My cat vomited part of a houseplant leaf.,Digestive Issues
Saw bright red blood coating my dog's otherwise normal stool.,Digestive Issues
My Dachshund has back problems (IVDD).,Mobility Problems
Cat hasn't touched her food in over 24 hours.,Digestive Issues
My cat keeps getting tapeworms even though I treat her.,Parasites
"My rabbit has white, flaky material inside the ear canals.",Ear Infections
My dog's gait looks wobbly or uncoordinated.,Mobility Problems
"Dog has chronic itching, mostly involving feet, face, and ears.",Skin Irritations
My rabbit has maggots visible near its hind end.,Parasites
My cat has recurrent ear mite infestations.,Parasites
Puppy is being treated for scabies (Sarcoptic mange).,Parasites
Dog has a growth or polyp visible inside the ear canal.,Ear Infections
My dog was diagnosed with arthritis in his hips and knees.,Mobility Problems
Rabbit has lost fur on its nose.,Parasites
"Cat is constipated, passing very hard, dry stools.",Digestive Issues
My hamster seems to have greasy fur and is losing hair on its back.,Skin Irritations
"Dog has a persistent cough, vet is testing for heartworm.",Parasites
"Dog has black spots appearing on his skin, mostly on the belly.",Skin Irritations
My kitten has lost the fur on the bridge of her nose.,Skin Irritations
Dog is straining to vomit (retching) without producing anything.,Digestive Issues
My rabbit has ear canker (mites).,Parasites
Ferret has lost significant weight recently.,Digestive Issues
My dog tore his cruciate ligament (CCL/ACL).,Mobility Problems
Pet’s ears are swollen and have a rancid odor.,Ear Infections
"Cat has scabs all over her body, especially her back and neck.",Parasites
Dog has generalized demodicosis.,Parasites
My older dog is constipated and strains to defecate.,Digestive Issues
Dog ate something from the trash and now has explosive diarrhea.,Digestive Issues
Noticed bright red blood streaks in my cat's poop.,Digestive Issues
"Puppy has developed a circular, hairless lesion on its head.",Skin Irritations
Cat developed a sudden head tilt overnight.,Ear Infections
My rabbit has pus coming from its eye on the same side as the ear problem.,Ear Infections
Cat seems painful in her abdomen when I pick her up.,Digestive Issues
My cat has developed bald patches behind her ears.,Skin Irritations
Rabbit has matted fur on its hind end with irritated skin underneath.,Skin Irritations
My hamster has developed a lump under its skin.,Skin Irritations
Cat has excessive flatulence and occasional vomiting.,Digestive Issues
My cat has roundworms visible in her stool.,Parasites
"Dog is scratching himself raw, especially on his chest and belly.",Parasites
Rabbit has urine staining on its hind legs from poor posture.,Mobility Problems
Cat has sores inside her mouth and drools excessively.,Skin Irritations
Rabbit has redness and hair loss on the soles of its back feet.,Skin Irritations
"Dog seems to have abdominal cramps (stretching, looking at belly).",Digestive Issues
My hamster's droppings are strung together with hair.,Digestive Issues
Rabbit has arthritis in its spine (spondylosis).,Mobility Problems
My puppy ate a sock yesterday and is now vomiting.,Digestive Issues
My dog has trouble balancing.,Mobility Problems
"Ferret has thick, dark wax in both ears.",Ear Infections
My dog has elbow dysplasia.,Mobility Problems
"Dog had sudden onset of profuse, watery diarrhea overnight.",Digestive Issues
My cat won't let me clean her ears.,Ear Infections
Cat has scaly skin on her back.,Skin Irritations
Cat has hypertrophic osteodystrophy.,Mobility Problems
My cat's skin twitches along her back and she suddenly runs off.,Skin Irritations
Cat's ear canal looks extremely narrow and difficult to see into.,Ear Infections
Cat is shaking her head and scratching furiously behind her ears; they look dirty inside.,Parasites
My dog's limp improves with exercise but returns after rest.,Mobility Problems
My ferret's ear wax smells strangely sweet.,Ear Infections
My dog's ear has a distinct 'corn chip' or 'yeasty bread' smell.,Ear Infections
"My cat has dark ear wax, but the vet ruled out mites.",Ear Infections
My dog has developed dark spots on his belly skin.,Skin Irritations
"My rabbit has a dirty bottom from soft, pasty stools.",Digestive Issues
My dog sits down awkwardly ('puppy sitting') with one leg out.,Mobility Problems
My rabbit has diarrhea after being introduced to new vegetables.,Digestive Issues
My cat has Horner's syndrome secondary to otitis media.,Ear Infections
My dog's nose looks crusty and has lost its pigment.,Skin Irritations
"Cat is straining in the litter box, passing small, rock-hard feces.",Digestive Issues
Hamster has fecal staining around the anus.,Digestive Issues
My cat licks her fur off in stripes.,Skin Irritations
