text,condition
我的猫有耳息肉病史。,Ear Infections
我的小狗似乎站不稳，就像房间在旋转。,Ear Infections
狗站着时有时会发抖，尤其是后腿。,Mobility Problems
狗非常痒，尤其是肘部和耳缘。,Parasites
我的狗有时会拖着后脚趾甲，发出刮擦声。,Mobility Problems
狗的皮肤在长期发痒的部位增厚，像大象一样。,Skin Irritations
宠物挣扎着从躺着站起来。,Mobility Problems
我的兔子生殖器周围红肿。,Skin Irritations
猫的背部因抓挠而出现粉红色的疼痛。,Skin Irritations
我的雪貂似乎浑身发痒。,Parasites
猫不停地干呕，好像她需要咳出一个毛球，但事实并非如此。,Digestive Issues
我的狗吃了鸡骨头，现在昏昏欲睡，疲惫不堪。,Digestive Issues
我的小狗耳朵里有一些碎片，看起来像咖啡渣。,Ear Infections
我的猫似乎头晕目眩，跌跌撞撞地绕圈走。,Ear Infections
兽医操纵猫的腿时，猫似乎很疼。,Mobility Problems
我的兔子耳朵是红色的，闻起来很难闻。,Ear Infections
雪貂有绿色黏糊糊的腹泻。,Digestive Issues
我的猫有时会跳投。,Mobility Problems
狗的炎症已蔓延至耳瓣外侧。,Ear Infections
我的狗似乎很容易失去平衡。,Mobility Problems
猫大约每周吐一次未消化的食物，否则似乎没问题。,Digestive Issues
小狗的两只耳朵都有轻微的发红。,Ear Infections
我的猫吐出了一条虫子。,Digestive Issues
我的仓鼠正在掉几块皮毛，还会抓挠。,Parasites
我的猫耳朵又长螨虫了。,Parasites
猫不停地舔她的膝关节。,Mobility Problems
狗追了一只松鼠后，开始抬起右后腿。,Mobility Problems
我的小狗是一个耳朵又重又软的品种，气流不好。,Ear Infections
兽医诊断我的狗患有关节炎。,Mobility Problems
仓鼠的嗅觉腺周围脱发。,Skin Irritations
猫可能肌肉扭伤或拉伤，导致跛行。,Mobility Problems
我的鸟昏昏欲睡，粪便看起来不正常。,Parasites
我的兔子耳朵根部附近肿了起来。,Ear Infections
我的兔子脏兮兮的屁股上有明显的蝇卵。,Skin Irritations
我的小狗持续腹泻，兽医发现了球虫。,Parasites
猫正在抓耳朵附近，但不是直接抓耳朵。,Ear Infections
猫患有中耳感染，导致神经系统症状。,Ear Infections
猫突然出现了头部倾斜。,Ear Infections
雪貂耳朵里有黑色的咖啡渣状碎片。,Ear Infections
我的猫吞咽困难。,Digestive Issues
狗昨晚突袭了厨房的垃圾桶，现在腹泻得厉害。,Digestive Issues
雪貂有蜡质碎片，可能是耳螨。,Ear Infections
雪貂的两只耳朵都有非常厚、深色、蜡质的堆积物。,Ear Infections
兔子的耳朵有螨虫，会导致头部倾斜。,Parasites
小狗玩水管时耳朵进水了。,Ear Infections
我的狗患有Legg Calve Perthes病。,Mobility Problems
我的雀类在喘息，发出咔嗒声，怀疑是气囊螨。,Parasites
猫吐出了一种看起来像咖啡渣的东西。,Digestive Issues
我的鸟有气囊螨，导致呼吸困难。,Parasites
猫的爪子又肿又红。,Skin Irritations
狗耳朵里长了酵母菌。,Ear Infections
尽管驱虫，小猫还是持续腹泻。,Parasites
我的猫吐出了粉红色的泡沫。,Digestive Issues
我的豚鼠抓得太厉害了，有开放性溃疡。,Parasites
每当我们有访客或旅行时，我的狗就会腹泻。,Digestive Issues
我的狗耳朵感染似乎有所好转，但停药后又回来了。,Ear Infections
猫突然拒绝吃她平时吃的食物。,Digestive Issues
我的狗有荨麻疹，很快就会出现和消失。,Skin Irritations
豚鼠看起来很虚弱，正在减肥，可能是体内有寄生虫？,Parasites
雪貂昏昏欲睡，不吃东西，呕吐过一次。,Digestive Issues
我的狗经常绊倒。,Mobility Problems
在过敏季节，我的狗的耳朵问题似乎总是更严重。,Ear Infections
我的小猫身上满是跳蚤，它们到处爬行。,Parasites
我的狗不停地吞咽，吃完后似乎不舒服。,Digestive Issues
我的猫两侧都有对称的脱发。,Skin Irritations
兔子患有脊椎病。,Mobility Problems
猫的耳朵尖很硬。,Ear Infections
我狗耳道内的皮肤看起来鲜红而疼痛。,Ear Infections
我的狗有时会绊倒自己的脚。,Mobility Problems
我的兔子因为摩擦笼子，鼻子上有秃斑。,Skin Irritations
仓鼠的皮肤在颊囊内看起来又红又刺激。,Skin Irritations
我的狗的爪子摸起来又粗糙又结痂，几乎像角。,Skin Irritations
我的猫眼睛上方有秃斑。,Skin Irritations
狗的耳朵感染闻起来像假单胞菌（病态的甜味）。,Ear Infections
狗有干燥、脆弱的皮毛和剥落的皮肤。,Skin Irritations
雪貂的眼睛和下巴周围有硬皮。,Skin Irritations
兔子昏昏欲睡，脱水（被捏时会起皮帐篷）。,Digestive Issues
兔子的耳朵严重结痂，被诊断为螨虫。,Ear Infections
我的小狗看起来很臃肿，想呕吐，但什么也没吐出来。,Digestive Issues
仓鼠的尾巴周围湿漉漉的，有污渍。,Skin Irritations
兔子的皮毛很乱，下面的皮肤看起来又刺激又脱皮。,Parasites
豚鼠拖着后腿。,Mobility Problems
我的猫对被人拍拍她的背很敏感。,Skin Irritations
小狗下巴和口鼻有脓疱和红肿。,Skin Irritations
我的狗正疯狂地吃草。,Digestive Issues
我的兔子经常抓下巴和脖子。,Skin Irritations
狗的耳朵感染有一种特别难闻的“腐烂”气味。,Ear Infections
我的猫身上既有跳蚤，也有绦虫。,Parasites
猫的眼睛和脸周围的头发越来越稀疏。,Parasites
我的狗的皮肤在没有任何已知创伤的地方看起来有瘀伤。,Skin Irritations
我的雪貂耳朵里面看起来是红色的。,Ear Infections
我的鸟焦躁不安，啄着羽毛，我想我看到了小虫子。,Parasites
狗有严重的跳蚤感染，需要立即干预。,Parasites
我注意到小狗耳朵里流出了一些奶油黄色的分泌物。,Ear Infections
我的狗走路的时候指甲在蹭地。,Mobility Problems
我的狗口臭，闻起来像粪便。,Digestive Issues
狗腹泻，含有未消化的食物颗粒。,Digestive Issues
我的爱情鸟正在把羽毛咬到皮肤上。,Parasites
我的小狗一夜之间在家里出了事故（腹泻）。,Digestive Issues
雪貂的后肢很弱。,Mobility Problems
我的狗总是偏爱一条腿。,Mobility Problems
雪貂腹泻，看起来很虚弱。,Digestive Issues
我的狗脱发似乎遵循季节性模式。,Skin Irritations
雪貂的粪便呈黑色、柏油状，这可能是寄生虫造成的吗？,Parasites
我的狗耳朵经常感染，兽医怀疑是潜在的螨虫。,Parasites
我的猫会生吃肚子，尤其是在吃了某些食物之后。,Skin Irritations
雪貂的粪便呈深色、柏油状，寄生虫会导致这种情况吗？,Parasites
狗有油性皮肤和反复的皮肤感染。,Skin Irritations
我的小狗经常饿，但体重没有增加，大便很稀。,Digestive Issues
徒步旅行后，在我的狗身上发现了几只附着的蜱虫。,Parasites
我注意到我的狗腋窝有增厚的深色皮肤，似乎很痒。,Skin Irritations
我的狗脚趾间有肿块。,Skin Irritations
我的猫在美容师拜访后开始摇头。,Ear Infections
我的猫好像有头皮屑。,Parasites
我的兔子耳朵上有严重的螨虫结痂。,Parasites
狗的耳道深处附着着蜱虫。,Parasites
兽医怀疑狗有慢性皮肤问题。,Parasites
兔子看起来全身都很虚弱。,Mobility Problems
仓鼠的粪便染色，尾巴和腹部周围潮湿。,Digestive Issues
狗有慢性皮肤问题，兽医诊断为全身蠕形螨。,Parasites
我的狗用前腿迈着又短又硬的步子。,Mobility Problems
我的狗在散步时落后了，似乎不愿意继续。,Mobility Problems
我的兔子有非常大、柔软的盲肠，还没被吃掉。,Digestive Issues
我的狗脸上的褶皱会反复出现皮肤感染。,Skin Irritations
我的雪貂在抓耳朵。,Ear Infections
我给兔子吃了太多水果后，它腹泻了。,Digestive Issues
我的狗看起来摇摇晃晃，不协调，尤其是在后面。,Mobility Problems
豚鼠已经停止生产粪便颗粒。,Digestive Issues
我的猫不再跳到家具上了。,Mobility Problems
我的猫身上有跳蚤，导致粟粒性皮炎。,Parasites
豚鼠正在脱落大片毛发。,Skin Irritations
我们换了他的食品品牌后，小狗就腹泻了。,Digestive Issues
兔子昏昏欲睡，吃得不好，可能是因为疼痛。,Mobility Problems
小狗用新洗发水洗澡后，皮肤有点脱皮。,Skin Irritations
兔子的皮毛中积聚着白色粉末状物质。,Skin Irritations
自从我们养了我的小狗，它的大便就变软了。,Digestive Issues
豚鼠看起来臃肿不舒服。,Digestive Issues
我的狗似乎有胃灼热（大口地吸气，舔舐空气）。,Digestive Issues
兔子的皮肤上结了厚厚的硬皮。,Skin Irritations
猫的多个关节周围有疼痛的肿胀。,Mobility Problems
我的猫身上似乎有跳蚤，但它们通常不会被它身上的斑点杀死。,Parasites
狗的耳朵很硬，闻起来像霉菌。,Ear Infections
狗很难做出排尿或排便的姿势。,Mobility Problems
豚鼠有头皮屑，被抚摸时似乎不舒服。,Skin Irritations
雪貂腹泻呈亮绿色。,Digestive Issues
小猫在打喷嚏并有分泌物，可能是肺线虫吗？,Parasites
猫正在舔掉腿上的皮毛。,Skin Irritations
我的猫皮肤下有肿块，可以感觉到，但不容易看到。,Skin Irritations
兔子的一只耳朵有脓液流出。,Ear Infections
狗的耳道内衬看起来又厚又颠簸，像鹅卵石。,Ear Infections
豚鼠摔倒后行动困难。,Mobility Problems
我的兔子的后腿下面长满了毛和疮。,Skin Irritations
我的鸟有贾第鞭毛虫。,Parasites
我的新小猫肚子很圆，似乎长得不多。,Parasites
猫爬楼梯有困难。,Mobility Problems
我的猫的皮毛看起来又暗又乱，而且还有鳞片。,Skin Irritations
我的狗在冰上滑倒了，从那以后，它的前腿一直一瘸一拐。,Mobility Problems
豚鼠的脚又肿又痛。,Mobility Problems
兔子的后脚掌发红并脱发。,Skin Irritations
根据粪便检测，小猫身上有钩虫。,Parasites
狗不停地在地毯上蹭脸。,Skin Irritations
我的小狗鼻子和脸都肿了。,Skin Irritations
我的狗的后腿肌肉明显萎缩。,Mobility Problems
猫的指甲床周围有炎症和分泌物。,Skin Irritations
显微镜检查证实我的狗有耳螨。,Parasites
猫不停地吐出少量胆汁。,Digestive Issues
我的狗患有山谷热，影响了他的骨头。,Mobility Problems
我的狗有绦虫，可能是跳蚤。,Parasites
狗对以前的耳部药物产生了抗药性。,Ear Infections
我的狗因抓挠跳蚤咬伤而继发皮肤感染。,Parasites
有一些白色的小东西，看起来像粘在我狗肛门周围皮毛上的米粒。,Parasites
猫已经开始清理垃圾箱外的垃圾了。,Mobility Problems
在过去的一个月里，雪貂的体重减轻了很多。,Digestive Issues
我的猫和我打架，当我试图往里面滴滴耳液时，它会哭。,Ear Infections
我的猫脊椎上有肿块。,Skin Irritations
尽管胃口很好，猫还是在减肥。,Digestive Issues
当雪貂的下巴区域被触碰时，它似乎会感到疼痛。,Ear Infections
我的兔子两只耳朵里都有厚厚的片状外壳。,Ear Infections
我的雪貂的内耳瓣看起来又红又刺激。,Ear Infections
宠物的耳朵是红色的，有霉味。,Ear Infections
豚鼠的脚肿了（大脚）。,Mobility Problems
我的雪貂的腹部有红色的刺激性斑点。,Skin Irritations
我的兔子耳朵里有白色的鳞片。,Ear Infections
狗间歇性呕吐和腹泻。,Digestive Issues
兔子的皮毛很乱，下面似乎很痒。,Parasites
我的狗的耳朵闻起来有酵母味，里面的皮肤看起来很厚。,Skin Irritations
狗不那么活跃，睡得比平时多。,Mobility Problems
狗在玩耍后开始用左前腿一瘸一拐地走路。,Mobility Problems
我的豚鼠口腔附近有硬皮病变。,Skin Irritations
我的狗的肛门区域又红又痒；他在地毯上轻快地滑行。,Skin Irritations
我看到小狗新鲜的粪便里有活生生的蠕动蠕虫。,Parasites
我的狗的关节会发出咔嗒声或爆裂声。,Mobility Problems
雪貂很难爬上笼子里的斜坡。,Mobility Problems
我的狗表现得很饿，但闻了闻食物就走开了。,Digestive Issues
狗在院子里拼命地跑，但只通过了一小块液体粪便。,Digestive Issues
豚鼠的毛干上有可见的虱子。,Parasites
狗失去了食欲，似乎有些恶心（舔嘴唇，流口水）。,Digestive Issues
我的兔子下巴下肿得很大。,Skin Irritations
猫的脸一侧看起来很下垂，是耳朵出了毛病。,Ear Infections
我的雪貂很痒，尤其是脖子和肩膀周围。,Parasites
兔子摇着头，挖着耳朵。,Parasites
我的小狗醒来时看起来很僵硬。,Mobility Problems
我的狗的耳垂（耳廓）肿得像气球。,Ear Infections
猫正在抓耳朵下面的区域，而不是直接抓耳朵里面。,Ear Infections
我的狗被蜱虫咬了，得了巴贝斯虫病。,Parasites
猫食欲下降，可能是由于慢性疼痛。,Mobility Problems
雪貂身上有跳蚤，需要对雪貂安全的治疗。,Parasites
我的小狗试图呕吐，但只是干呕，他的肚子看起来肿了。,Digestive Issues
小狗腹股沟部位有皮疹。,Skin Irritations
我刚把滴耳液放进去，我的猫就猛烈地摇头。,Ear Infections
猫的关节肿了。,Mobility Problems
我在小狗的呕吐物里看到了像面条一样的虫子。,Parasites
我的狗不安分，踱来踱去，饭后似乎不舒服。,Digestive Issues
我的雪貂耳朵分泌物闻起来很甜/有酵母味。,Ear Infections
我的仓鼠眼睛周围的毛都掉光了。,Skin Irritations
我的猫喝了很多水，昨天吐了两次。,Digestive Issues
猫的耳朵似乎完全聋了。,Ear Infections
兔子已经停止梳理毛发，外套看起来很乱。,Digestive Issues
我的狗咬了一个塑料玩具，现在昏昏欲睡，口齿不清。,Digestive Issues
猫以僵硬、驼背的姿势移动。,Mobility Problems
我的鹦鹉被诊断出患有贾第鞭毛虫。,Parasites
我的狗吃了某些食物后，皮肤会变成鲜红色。,Skin Irritations
注意到我小狗背上有小肿块和痂。,Skin Irritations
猫过度舔舐特定关节。,Mobility Problems
我的兔子的皮肤看起来很干燥，特别是耳朵上。,Skin Irritations
小猫牙龈苍白，很困，担心跳蚤。,Parasites
我的狗是可卡犬，我知道它们容易出现耳朵问题。,Ear Infections
猫的两侧对称脱发，没有明显的瘙痒。,Skin Irritations
豚鼠的粪便又软又臭。,Digestive Issues
我的老猫已经四天没拉屎了，看起来很不舒服。,Digestive Issues
我的小狗腹泻了，兽医在他的粪便样本中发现了球虫。,Parasites
我的狗有一个圆形病变，中心正在愈合，但向外扩散。,Skin Irritations
猫最近似乎对大声的噪音过于敏感。,Ear Infections
我的猫嘴角有疮。,Skin Irritations
雪貂的头微微向左倾斜。,Ear Infections
兽医证实我的狗有耳螨。,Parasites
我的狗需要治疗心丝虫感染。,Parasites
我的小狗拉屎后把屁股拖到地毯上。,Parasites
猫没有很好地梳理她的后腿，皮毛看起来很乱。,Mobility Problems
自从我们把小狗带回家后，它就断断续续地腹泻。,Digestive Issues
猫脱发，脚趾间发红。,Skin Irritations
猫抓着下巴，导致疮和脱发。,Skin Irritations
豚鼠有强烈的瘙痒感，有时看起来像癫痫发作。,Skin Irritations
我的猫饮水过量，经常呕吐。,Digestive Issues
狗的皮毛干燥而脆弱，皮肤呈片状。,Skin Irritations
我的小狗经常在地板上蹭屁股。,Parasites
我的兔子留下了又大又软的没吃过的盲肠。,Digestive Issues
我的小狗在院子里吃了一些蘑菇，现在正在呕吐。,Digestive Issues
我的猫在衣领处抓伤了自己。,Skin Irritations
我的狗已经发生了头部倾斜。,Mobility Problems
小狗粪便检查蛔虫和钩虫均呈阳性。,Parasites
我的猫皮肤很薄，当你仔细观察时，它似乎在动。,Parasites
我的小狗患有Legg Calve Perthes，导致臀部疼痛。,Mobility Problems
我的兔子不再吃他的药丸，盲肠管粘在他的皮毛上。,Digestive Issues
兔子失去了膀胱/肠道控制。,Mobility Problems
豚鼠的鼻子掉毛了。,Skin Irritations
猫像有毛球一样不停地呕吐，但什么也没出来。,Digestive Issues
我的狗因末期疾病接受了耳道消融手术。,Ear Infections
狗的尾巴掉了毛，看起来像“老鼠尾巴”。,Skin Irritations
我的猫患有慢性腹泻，对抗生素有暂时反应。,Digestive Issues
小猫的粪便检测显示有钩虫卵。,Parasites
我的猫患有慢性腹泻，用抗生素后有所好转，但又复发了。,Digestive Issues
我的小狗肚子上长了一个看起来像粉刺的东西。,Skin Irritations
我的狗患有沃布勒综合征。,Mobility Problems
豚鼠正在疯狂地抓挠，似乎很痛苦。,Parasites
兔子歪着头，似乎失去了平衡。,Mobility Problems
我猫尾巴根部的皮毛正在变薄，皮肤看起来很刺激。,Skin Irritations
如果我不小心碰到猫的下背部，它会大声喵喵叫。,Mobility Problems
我的狗全身都长出了皮赘。,Skin Irritations
我的狗患有重症肌无力，导致虚弱。,Mobility Problems
狗正在咀嚼尾巴正上方的后腿。,Skin Irritations
狗的一只耳朵因慢性未经治疗的感染而听力损失。,Ear Infections
豚鼠的皮毛上有白色的灰尘状颗粒。,Parasites
我的狗的肚子发出很大的咯咯声，看起来很不舒服。,Digestive Issues
我的狗刚睡醒就摇了摇头。,Ear Infections
猫的神经系统症状归因于中耳感染。,Ear Infections
小狗的皮毛又钝又粗糙，似乎体重不足。,Parasites
狗的皮肤褶皱有臭味。,Skin Irritations
兔子不愿意动。,Ear Infections
小狗在进食数小时后，将晚餐全部呕吐。,Digestive Issues
我的猫流了很多口水，似乎吞咽困难。,Digestive Issues
雪貂全身都是非常干燥的片状皮肤。,Skin Irritations
兔子的粪便中有蛲虫卵（双斑帕沙龙）。,Parasites
猫突然失去了后腿的活动能力，感觉很冷。,Mobility Problems
这只小狗对他的品种来说体重不足，大便长期松散。,Digestive Issues
狗只被跳蚤咬了一口，就会发痒并出现荨麻疹。,Parasites
当我试图摸它的耳朵时，我的小狗哀嚎着跑开了。,Ear Infections
猫经常摇头，耳朵里有又黑又碎的东西。,Parasites
我的兔子耳朵里有厚厚的白色外壳。,Parasites
我的小狗已经蜕皮了，但偶尔仍会腹泻。,Parasites
我的狗长出了皮肤赘生物，尤其是在胸部和腿上。,Skin Irritations
我的狗眼睑边缘长出了一个赘生物。,Skin Irritations
在我的狗屁股附近发现了一些看起来像干米饭的东西。,Parasites
猫食欲不振，这可能是由于慢性关节疼痛。,Mobility Problems
我的猫通常在早上吐出清澈或白色的泡沫。,Digestive Issues
猫终于咳出一个又大又密的毛球。,Digestive Issues
我的猫黑色的皮毛上满是头皮屑。,Skin Irritations
我的猫吐出了一粒米状的东西。,Parasites
我的猫偶尔会吐出白色泡沫，与进食无关。,Digestive Issues
我的狗的耳朵感染扩散到了另一只耳朵。,Ear Infections
兔子不使用它的垃圾箱，只是呆在一个地方。,Mobility Problems
我的猫刚从美容师那里回来就开始摇头。,Ear Infections
我的雪貂正在磨牙，大便呈深色柏油状。,Digestive Issues
兔子挣扎着，当我试图把它捡起来时，它似乎很痛苦。,Mobility Problems
小狗的腹部和腹股沟有充满脓液的小肿块。,Skin Irritations
兔子的肚子又硬又胀。,Digestive Issues
当我试图轻轻清洁狗的耳道时，它会流血。,Ear Infections
我猫的耳朵有很浓的酵母味。,Ear Infections
当我触摸猫的腹部时，它会退缩并绷紧。,Digestive Issues
我的狗滑倒了，需要在笼子里休息。,Mobility Problems
我的狗走路时臀部会发出砰砰声。,Mobility Problems
我的兔子耳朵下垂了。,Ear Infections
小狗的耳朵比身体其他部位更暖和。,Ear Infections
我的狗不停地摇头和拍打耳朵。,Ear Infections
猫不再跳到柜台或窗台上。,Mobility Problems
我的兔子正在产生“珍珠串”粪便（头发连在一起）。,Digestive Issues
我的雪貂似乎因为耳朵问题而昏昏欲睡。,Ear Infections
我的小狗耳朵里可能有狐尾或草籽。,Ear Infections
我的雪貂脖子和肩膀上有痂。,Skin Irritations
我的狗的背似乎弓着或拱着。,Mobility Problems
我的狗突然不能走路（瘫痪）。,Mobility Problems
兔子看起来很沮丧，吃得不多，可能与疼痛有关。,Mobility Problems
我的狗避开硬木地板，更喜欢地毯。,Mobility Problems
小狗身上有蠕形螨，导致局部脱发。,Parasites
猫突然变得对食物很挑剔。,Digestive Issues
我的狗食欲下降，似乎普遍不适。,Digestive Issues
我的猫有间歇性出现的绦虫节。,Parasites
我的狗即使在休息时也穿得太裤子了。,Mobility Problems
我的狗的尾巴已经完全秃了（老鼠尾巴）。,Skin Irritations
我注意到我的狗的眼睑上长了一个疣状的小东西。,Skin Irritations
我的狗鼻子皮又裂又干。,Skin Irritations
小猫经常打喷嚏，这可能是鼻寄生虫吗？,Parasites
我的猫正在走路，头突然向右倾斜。,Ear Infections
当我试图抚摸猫的下背部或臀部时，它会咆哮或嘶嘶作响。,Mobility Problems
雪貂几乎失去了尾巴上的所有毛发。,Skin Irritations
小狗吐出了一块玩具。,Digestive Issues
我的兔子跳跃时后腿会抖动。,Mobility Problems
我的兔子正在产生由几缕毛发连接的粪便颗粒。,Digestive Issues
我的兔子经常伸懒腰，看起来很不舒服。,Digestive Issues
狗的肚子上满是红色的肿块，我发现了抹红的黑色“污垢”。,Parasites
兔子的耳底周围有结痂和脱发。,Ear Infections
猫突然出现前庭症状。,Ear Infections
我的猫耳朵有抗螨虫。,Parasites
我的小狗耳朵松软，空气流通不畅。,Ear Infections
我的狗过敏，耳朵经常感染。,Ear Infections
我的豚鼠耳朵有深色的耳垢，闻起来很臭。,Ear Infections
我的狗患有莱姆关节炎，导致跛行，腿会移位。,Mobility Problems
我的杜宾犬患有摇摆犬病，导致步态笨拙。,Mobility Problems
我的狗一只耳朵感染了，现在另一只耳朵似乎也受到了影响。,Ear Infections
我的雪貂昏昏欲睡，排出黑色粘稠的粪便。,Digestive Issues
我的猫捉老鼠，我应该担心虫子吗？,Parasites
我的狗患有心丝虫病，需要治疗。,Parasites
我小狗的耳朵需要定期清洁，以防止出现问题。,Ear Infections
我的猫耳道深处发炎了。,Ear Infections
我的鸟正在拔自己的羽毛。,Parasites
兔子有双斑蛔虫（蛲虫）。,Parasites
我唯一的室内猫不知怎么得了跳蚤。,Parasites
我的猫间歇性便秘，好几天都不排便。,Digestive Issues
我的狗背上有头皮屑般的鳞片。,Parasites
我猫的皮肤刺激（粟粒性皮炎）是由跳蚤引起的。,Parasites
我的仓鼠腹泻，尾巴湿了。,Digestive Issues
我的狗的呼吸闻起来异常难闻，几乎像污水。,Digestive Issues
我的狗被诊断为糖尿病，后肢逐渐无力。,Mobility Problems
宠物的肚子胀了，他昏昏欲睡。,Digestive Issues
我的兔子耳道里塞满了厚厚的蜂蜜色外壳。,Parasites
我的猫有弓形虫抗体，需要讨论风险。,Parasites
几天来，我的兔子的食欲慢慢下降了。,Digestive Issues
我的狗背部受伤，需要严格休息。,Mobility Problems
雪貂正在抓腋下。,Skin Irritations
尽管进行了多种驱虫治疗，小猫仍然腹泻。,Parasites
狗有时会咳嗽，兽医提到可能是心丝虫或肺丝虫。,Parasites
狗发抖或颤抖，似乎很痛苦。,Mobility Problems
猫患有继发于以前受伤的关节炎。,Mobility Problems
小猫患有由球虫引起的严重血性腹泻。,Parasites
猫已经24小时没有对食物感兴趣了。,Digestive Issues
雪貂的皮毛整体上变薄了。,Skin Irritations
我的猫似乎失去了平衡，有时会绕圈走。,Ear Infections
我的兔子有柔软、未成形的粪便，而不是正常的颗粒。,Digestive Issues
当猫的脊椎被轻轻按压时，它会感到疼痛。,Mobility Problems
我的兔毛看起来有头皮屑，但鳞片在动！,Parasites
猫躲得更多，互动更少。,Mobility Problems
我的猫开始在垃圾箱旁边撒尿，而不是爬进去。,Mobility Problems
我的猫在出现慢性呼吸道症状后被诊断出患有肺线虫病。,Parasites
豚鼠身上有虱子，可见白色小点。,Parasites
豚鼠的头皮屑似乎在动。,Parasites
我的兔子吐出了少量的绿色液体。,Digestive Issues
狗有游泳的耳朵。,Ear Infections
我的狗每年夏天在湖里游泳后都会耳朵感染。,Ear Infections
雪貂腹泻，脱水。,Digestive Issues
我的狗得了埃立克体病。,Parasites
我的猫以前切除过耳息肉，担心它们会回来。,Ear Infections
我的小狗接受了蛔虫治疗，但仍然腹泻。,Parasites
抚摸猫后发现自己身上有跳蚤。,Parasites
我的猫爪子上有疮。,Skin Irritations
我的狗的膝盖看起来很肿，感觉很暖和。,Mobility Problems
小狗的生殖器周围发红和发炎。,Skin Irritations
触摸猫的脊椎时，猫会感到疼痛。,Mobility Problems
狗在草地上打滚后，全身都长出了荨麻疹。,Skin Irritations
即使在室内休息，我的狗也会穿得很厚。,Mobility Problems
我的狗的后腿似乎很虚弱，有时还会无力。,Mobility Problems
猫吃了狗粮后腹泻了。,Digestive Issues
豚鼠的臀部有脱皮和脱发。,Skin Irritations
我的豚鼠的粪便比平时小得多。,Digestive Issues
我的狗口鼻上长着黑头和粉刺。,Skin Irritations
猫在过去的一个小时里呕吐了好几次。,Digestive Issues
我的兔子鼻子和嘴巴周围有硬皮疮。,Skin Irritations
豚鼠正在减肥，并出现腹泻。,Digestive Issues
我的狗舔爪子，兽医提到可能有螨虫。,Parasites
我的狗乞求食物，但当我提供食物时，它就走开了。,Digestive Issues
猫的皮肤看起来很薄，很容易撕裂。,Skin Irritations
我的狗疯狂地嚼着它的后腿，我看到它的皮毛上有黑色的小斑点。,Parasites
我小狗的耳朵里流出了黄色的脓液。,Ear Infections
我的狗髌骨脱位（膝盖骨滑脱）。,Mobility Problems
狗的脱发模式遵循皮带/项圈线。,Skin Irritations
小狗的耳朵里面总是又湿又脏。,Ear Infections
我的狗不停地舔前爪，兽医提到可能有蠕形螨。,Parasites
猫大部分时间都睡在僻静的地方。,Mobility Problems
我的狗患有退行性脊髓病（DM）。,Mobility Problems
我的狗似乎很“不舒服”——昏昏欲睡，胃口不好。,Digestive Issues
狗的皮肤在某些部位对触摸很敏感。,Skin Irritations
豚鼠在24小时内没有产生任何粪便。,Digestive Issues
小猫的皮肤很薄，像头皮屑很严重。,Skin Irritations
猫过度修饰腹部，导致其秃顶。,Parasites
我的暹罗猫的耳尖和鼻子上出现了硬皮病变。,Skin Irritations
兔子鼻子上的毛掉了，看起来很疼。,Parasites
我的仓鼠抓得很厉害，皮肤又干又薄。,Parasites
兔子只吃青菜，不吃干草。,Digestive Issues
兔子大小便失禁。,Mobility Problems
狗有苍白的粘土色大便。,Digestive Issues
雪貂走路步态僵硬。,Mobility Problems
尽管经常清洁，小狗的耳朵总是很脏。,Ear Infections
我的兔子经常摇头。,Ear Infections
我的猫得了贾第鞭毛虫，需要吃药。,Parasites
我的仓鼠粪便粘在一起了。,Digestive Issues
今天早上在狗的大便里发现了一条长而分节的蠕虫。,Parasites
狗似乎很恶心（流口水，咂嘴），拒绝了他最喜欢的食物。,Digestive Issues
猫背上长满了小痂，摸起来像砂纸。,Parasites
猫有慢性间歇性呕吐，可能每周一到两次。,Digestive Issues
自从耳朵问题开始以来，我的雪貂似乎普遍不适。,Ear Infections
自从我们从收容所收养了我的小狗以来，它的大便一直很软。,Digestive Issues
兔子似乎无法正常移动后腿。,Mobility Problems
我的狗患有莱姆病，导致腿跛行。,Mobility Problems
我的兔子不停地来回摇头。,Ear Infections
我的狗似乎很敏感，靠近耳朵时会退缩。,Ear Infections
我的狗每次有压力都会腹泻。,Digestive Issues
我的猫吐出了一片室内植物叶子的一部分。,Digestive Issues
看到我的狗的正常粪便上沾满了鲜红的血液。,Digestive Issues
我的腊肠犬背部有问题（IVDD）。,Mobility Problems
猫已经24小时没碰过她的食物了。,Digestive Issues
尽管我治疗了我的猫，它还是一直感染绦虫。,Parasites
我的兔子耳道内有白色片状物质。,Ear Infections
我的狗的步态看起来摇摇晃晃或不协调。,Mobility Problems
狗有慢性瘙痒，主要累及脚、脸和耳朵。,Skin Irritations
我的兔子后端附近有蛆。,Parasites
我的猫经常感染耳螨。,Parasites
小狗正在接受疥疮（疥螨）治疗。,Parasites
狗耳道内可见赘生物或息肉。,Ear Infections
我的狗被诊断出臀部和膝盖有关节炎。,Mobility Problems
兔子鼻子上的毛掉了。,Parasites
猫便秘，大便又硬又干。,Digestive Issues
我的仓鼠似乎有油腻的皮毛，背部正在掉毛。,Skin Irritations
狗持续咳嗽，兽医正在检测心丝虫。,Parasites
狗的皮肤上出现了黑点，主要是在腹部。,Skin Irritations
我的小猫鼻梁上的毛掉了。,Skin Irritations
狗拼命呕吐（干呕），什么也没吐。,Digestive Issues
我的兔子有耳朵溃疡（螨虫）。,Parasites
